,year,good_name,count
635,2022,DARK SOULS™ III,12
636,2022,DARK SOULS™ III: Deluxe Edition,12
637,2022,Kraken Academy!!,12
638,2022,DCL - The Game,12
639,2022,Ashen,12
640,2022,Caravan,12
641,2022,Age of Darkness: Final Stand,12
642,2022,Heroes of Might & Magic V,12
643,2022,Blackguards,12
644,2022,Knights of Honor,12
645,2022,Ghost of a Tale,12
646,2022,112 Operator,12
647,2022,Daymare: 1998,11
648,2022,Castlevania Classics Anniversary Collection,11
649,2022,Sword Art Online: Lost Song,11
650,2022,Kill to Collect,11
651,2022,The Dark Eye: Chains of Satinav,11
652,2022,KeyWe,11
653,2022,Dead Synchronicity,11
654,2022,Watch Dogs 2,11
655,2022,Surviving the Aftermath: New Alliances - DLC,11
656,2022,The Interactive Adventures of Dog Mendon?a & Pizzaboy,11
657,2022,Kingdom Come: Deliverance - Royal DLC Package - DLC,11
658,2022,Party Hard,11
659,2022,Citizen Sleeper,11
660,2022,John Wick Hex,11
661,2022,Panzer Elite Action: Gold Edition,11
662,2022,Tales of Symphonia,11
663,2022,DRAGON QUEST XI: Echoes of an Elusive Age,11
664,2022,Painkiller Hell & Damnation: Medieval Horror - DLC,11
665,2022,Dark Souls III - Season Pass - DLC,11
666,2022,Twilight Struggle,11
667,2022,Tom Clancy's The Division - Season Pass - DLC,11
668,2022,Europa Universalis IV: Emperor - DLC,11
669,2022,Helheim Hassle,11
670,2022,Tropico Trilogy,11
671,2022,Train Life: A Railway Simulator,11
672,2022,Art of Rally,11
673,2022,Evoland Legendary Edition,11
674,2022,AquaNox,11
675,2022,Victoria II,11
676,2022,Resident Evil Village,11
677,2022,Age of Wonders: Planetfall,11
678,2022,Solasta: Crown of the Magister - Supporter Pack - DLC,11
679,2022,Battle Ram,11
680,2022,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,11
681,2022,This Is the President,11
682,2022,CryoFall,10
683,2022,Planets Under Attack,10
684,2022,Giana Sisters: Twisted Bundle,10
685,2022,Flower,10
686,2022,SpellForce Complete Pack,10
687,2022,Imperator: Rome,10
688,2022,Surviving Mars: Project Laika - DLC,10
689,2022,East India Company Gold,10
690,2022,Empire of Sin - Premium Edition,10
691,2022,Delta Force,10
692,2022,Shattered - Tale of the Forgotten King,10
693,2022,Shadowrun Returns,10
694,2022,Session: Skate Sim,10
695,2022,Prison Architect - Psych Ward: Warden's Edition - DLC,10
696,2022,Europa Universalis IV: Third Rome - Immersion Pack - DLC,10
697,2022,Gravity Field,10
698,2022,Party Hard 2,10
699,2022,Tropico 6: Caribbean Skies - DLC,10
700,2022,Mutazione,10
701,2022,Winter Ember,10
702,2022,Monster Train,10
703,2022,Monochrome World,10
704,2022,The Entropy Centre,10
705,2022,Lost Ruins,10
706,2022,Cities: Skylines - Content Creator Pack: Art Deco - DLC,10
707,2022,Blitzkrieg 3,10
708,2022,ONE PIECE World Seeker: Deluxe Edition,10
709,2022,The Mahjong Huntress,10
710,2022,Assassin's Creed: Revelations - Gold Edition,10
711,2022,Assassin’s Creed: Brotherhood,10
712,2022,Magicka Collection,10
713,2022,One Piece: Pirate Warriors 3,10
714,2022,Cities: Skylines - European Suburbia Content Creator Pack - DLC,10
715,2022,Wreckfest - Season Pass - DLC,10
716,2022,Konung 2,10
717,2022,Naruto Shippuden Ultimate Ninja STORM 2 HD,10
718,2022,1954 Alcatraz,10
719,2022,Partisans 1941 - Back Into Battle - DLC,10
720,2022,Worms Armageddon,10
721,2022,City of Gangsters: Atlantic City - DLC,10
722,2022,Cities: Skylines - Content Creator Pack: University City - DLC,10
723,2022,Kitaria Fables,10
724,2022,STAR WARS BATTLEFRONT II,9
725,2022,"Warhammer 40,000: Gladius - Assault Pack - DLC",9
726,2022,Shadowrun: Dragonfall - Director's Cut,9
727,2022,911 Operator,9
728,2022,FOR HONOR - Gryphon Hero - DLC,9
729,2022,FOR HONOR - Kyoshin Hero - DLC,9
730,2022,Trine 4: The Nightmare Prince,9
731,2022,Two Worlds II,9
732,2022,Tropico 5 - Complete Collection,9
733,2022,Donut County,9
734,2022,Tails Noir: Artifact Edition,9
735,2022,Darksiders Blades & Whip Franchise Pack,9
736,2022,The Case of the Golden Idol,9
737,2022,Wordle,9
738,2022,Cities: Skylines - Content Creator Pack: High-Tech Buildings - DLC,9
739,2022,Tales of Arise: Ultimate Edition,9
740,2022,Stunt Kite Masters VR,9
741,2022,Summoner,9
742,2022,Super Lucky's Tale,9
743,2022,Sword Art Online: Alicization Lycoris,9
744,2022,Soulstice,9
745,2022,South Park: The Stick of Truth,9
746,2022,Black Mirror I,9
747,2022,Black Mirror Rremastered,9
748,2022,Way of the Hunter,9
749,2022,The Final Station,9
750,2022,What Remains of Edith Finch,9
751,2022,State of Decay: Year One Survival Edition,9
752,2022,The End,9
753,2022,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,9
754,2022,NORCO - Special Edition,9
755,2022,Nova Drift,9
756,2022,MY HERO ONE'S JUSTICE 2 - Deluxe Edition,9
757,2022,HordeCore,9
758,2022,Men of War: Assault Squad 2,9
759,2022,Hell Pie,9
760,2022,Heli Heroes,9
761,2022,Metal Gear Survive,9
762,2022,Gravewood High - Complete - DLC,9
763,2022,MY HERO ONE'S JUSTICE,9
764,2022,Pure Chess Grandmaster Edition,9
765,2022,Resident Evil Village - Deluxe Edition,9
766,2022,Prison Architect - Going Green - DLC,9
767,2022,King of Dragon Pass,9
768,2022,Knights of Pen and Paper 2 - Deluxiest Edition,9
769,2022,Prince of Persia: The Two Thrones,9
770,2022,POSTAL 2,9
771,2022,Legend of Keepers: Return of the Goddess - DLC,9
772,2022,GetsuFumaDen: Undying Moon - Deluxe Edition,9
773,2022,Orcs Must Die! - Artifacts of Power - DLC,8
774,2022,Ghostdream,8
775,2022,Lust From Beyond: M Edition,8
776,2022,Black Mirror III,8
777,2022,Ultra Age,8
778,2022,Lovecraft's Untold Stories,8
779,2022,Tyranny,8
780,2022,For Honor - Starter Edition,8
781,2022,Dying Light - Retrowave Bundle - DLC,8
782,2022,Mega Man 11,8
783,2022,Zombillie,8
784,2022,This Book Is A Dungeon,8
785,2022,Dream Pinball 3D,8
786,2022,Thief of Thieves,8
787,2022,Dream Cycle,8
788,2022,"Warhammer 40,000: Space Wolf",8
789,2022,Dracula: The Resurrection,8
790,2022,Warhammer: End Times - Vermintide,8
791,2022,Post Scriptum,8
792,2022,Worms W.M.D,8
793,2022,Contra: Rogue Corps,8
794,2022,Surviving Mars: Revelation Radio Pack - DLC,8
795,2022,KeyWe - The 100th Annual Grand Ol' Telepost Tournament - DLC,8
796,2022,The Dweller,8
797,2022,Steel Division: Normandy 44,8
798,2022,Whispering Willows,8
799,2022,Ozymandias: Bronze Age Empire Sim,8
800,2022,Wolfstride,8
801,2022,BE-A Walker,8
802,2022,Phantom Doctrine,8
803,2022,Hearts of Iron IV: Eastern Front Music Pack - DLC,8
804,2022,Fishing: Barents Sea,8
805,2022,Hearts of Iron IV: Allied Speeches Pack - DLC,8
806,2022,Railway Empire Complete Collection,8
807,2022,Totally Reliable Delivery Service - Dress Code - DLC,8
808,2022,Hearts of Iron IV: Radio Pack - DLC,8
809,2022,Tropico 6: Spitter - DLC,8
810,2022,Hellpoint,8
811,2022,Figment,8
812,2022,Victoria II: A House Divided - DLC,8
813,2022,Scythe: Digital Edition,8
814,2022,Scott Pilgrim vs. The World: The Game - Complite Edition,8
815,2022,Frederic: Resurrection of Music Director's Cut,8
816,2022,Goosebumps: The Game,8
817,2022,Gorogoa,8
818,2022,SanctuaryRPG: Black Edition,8
819,2022,Monster Prom,8
820,2022,Move or Die,8
821,2022,Merchants of Kaidan,8
822,2022,Aura: Fate of the Ages,8
823,2022,Empire of Sin: Make It Count - DLC,8
824,2022,"Warhammer 40,000: Gladius - Reinforcement Pack - DLC",8
825,2022,"Warhammer 40,000: Gladius - Craftworld Aeldari DLC - DLC",8
826,2022,Eraser & Builder,8
827,2022,Silver Chains,8
828,2022,Silent Storm Gold Edition,8
829,2022,Men of War: Assault Squad 2 - Deluxe Edition,8
830,2022,Age of Wonders,8
831,2022,Azur Lane: Crosswave,8
832,2022,Golfie,8
833,2022,Vandals,7
834,2022,Urban Empire,7
835,2022,Vane,7
836,2022,Sword Art Online: Hollow Realization – Deluxe Edition,7
837,2022,The Artful Escape,7
838,2022,Terraforming Mars,7
839,2022,Teddy Floppy Ear - Mountain Adventure,7
840,2022,Tropico 6: New Frontiers - DLC,7
841,2022,Cities: Skylines - On Air Radio - DLC,7
842,2022,Narcosis,7
843,2022,Cities: Skylines - Financial Districts Bundle - DLC,7
844,2022,LEGO Batman: The Videogame,7
845,2022,15 Days,7
846,2022,Panzer Corps 2,7
847,2022,City of Gangsters - Deluxe Edition,7
848,2022,Cities: Skylines - Deluxe Upgrade Pack - DLC,7
849,2022,Act of War: High Treason,7
850,2022,Tropico 6: Llama of Wall Street - DLC,7
851,2022,Mx vs Atv Reflex,7
852,2022,Chicken Assassin: Reloaded,7
853,2022,Master of Magic,7
854,2022,Ashen - Nightstorm Isle - DLC,7
855,2022,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Road to Boruto Expansion - DLC,7
856,2022,Tyranny - Deluxe Edition,7
857,2022,Assassin's Creed IV Black Flag - Gold Edition,7
858,2022,The Mystery of the Druids,7
859,2022,Type:Rider,7
860,2022,Assassin's Creed Rogue,7
861,2022,Beyond the Wire,7
862,2022,Assassin's Creed Rogue - Deluxe Edition,7
863,2022,Assassin's Creed: Syndicate,7
864,2022,POSTAL 2: Paradise Lost - DLC,7
865,2022,"Warhammer 40,000: Gladius - Chaos Space Marines - DLC",7
866,2022,Tom Clancy's Rainbow Six: Siege - Operator Edition Y7,7
867,2022,Back to Bed,7
868,2022,"Warhammer 40,000: Gladius - Tyranids - DLC",7
869,2022,Turnip Boy Commits Tax Evasion,7
870,2022,Neurodeck: Psychological Deckbuilder,7
871,2022,Trash Sailors: Co-Op Trash Raft Simulator,7
872,2022,Wicce,7
873,2022,Californium,7
874,2022,Caladrius Blaze,7
875,2022,Alone in the Dark: Illumination,7
876,2022,The Crown of Leaves: Official Soundtrack - DLC,7
877,2022,The Darkside Detective: A Fumble in the Dark,7
878,2022,Train Valley 2 - Passenger Flow - DLC,7
879,2022,Overclocked: A History of Violence,7
880,2022,UNO - Ultimate Edition,7
881,2022,Blitzkrieg 2 Anthology,7
882,2022,Swag And Sorcery,7
883,2022,Delta Force 2,7
884,2022,Sparkle 3 Genesis,7
885,2022,Dracula 3: The Path of the Dragon,7
886,2022,SpiderHeck,7
887,2022,Destroy All Humans! 2 – Reprobed,7
888,2022,Quell Memento,7
889,2022,Defend the Rook: Tactical Tower Defense,7
890,2022,Death end re;Quest,7
891,2022,Deadfall Adventures - Deluxe Edition,7
892,2022,Imperator: Rome - Heirs of Alexander Content Pack - DLC,7
893,2022,Dark Fall: The Journal,7
894,2022,DRAGON BALL Z: KAKAROT,7
895,2022,Iron Front: Liberation 1944 - Digital War Edition,7
896,2022,Iron Sky Invasion: The Second Fleet - DLC,7
897,2022,Ironcast,7
898,2022,DARK,7
899,2022,Road Redemption,7
900,2022,Rock of Ages 3: Make & Break,7
901,2022,SCARF,7
902,2022,FAR: Changing Tides - Deluxe Edition,7
903,2022,Earth 2150: Escape from the Blue Planet,7
904,2022,Scorn (EPIC),7
905,2022,Europa Universalis IV: Mare Nostrum - DLC,7
906,2022,Europa Universalis IV: Art of War - DLC,7
907,2022,SkyDrift,7
908,2022,Just Cause Collection,7
909,2022,Surviving Mars: Green Planet - DLC,7
910,2022,Surviving Mars: Season Pass - DLC,7
911,2022,Pillars of Eternity - Hero Edition,7
912,2022,Syberia 3,6
913,2022,Surviving Mars: Colony Design Set - DLC,6
914,2022,Tinykin,6
915,2022,Elite Dangerous: Odyssey - DLC,6
916,2022,Aeronautica Imperialis: Flight Command,6
917,2022,Assassin’s Creed: Freedom Cry,6
918,2022,Bang Bang Racing,6
919,2022,Syberia 2,6
920,2022,Men of Valor,6
921,2022,Battle vs Chess,6
922,2022,Cris Tales,6
923,2022,Cities: Skylines - Paradise Radio - DLC,6
924,2022,Dread Templar,6
925,2022,Sparkle 2 Evo,6
926,2022,Konung 3: Ties of the Dynasty,6
927,2022,Human: Fall Flat,6
928,2022,Dungeons 2,6
929,2022,SoulCalibur VI - Deluxe Edition,6
930,2022,Freedom Fighters,6
931,2022,Tiny Lands,6
932,2022,Metro Simulator 2,6
933,2022,Violett: Soundtrack Edition,6
934,2022,Europa Universalis IV: Rights of Man - DLC,6
935,2022,Might & Magic® Heroes® VII,6
936,2022,Far Cry Primal - Apex Edition,6
937,2022,Re-Volt,6
938,2022,Victoria II: A Heart of Darkness - DLC,6
939,2022,Happy's Humble Burger Farm,6
940,2022,Extreme Exorcism,6
941,2022,Kingdoms of Amalur: Re-Reckoning,6
942,2022,Kingdom Come: Deliverance - Treasures of the Past - DLC,6
943,2022,Alba: A Wildlife Adventure,6
944,2022,Sayonara Wild Hearts,6
945,2022,Sengoku,6
946,2022,Commandos 2 HD Remaster,6
947,2022,Nexus - The Jupiter Incident,6
948,2022,Europa Universalis IV: Mandate of Heaven - DLC,6
949,2022,Nanotale - Typing Chronicles,6
950,2022,Tom Clancy's The Division - Gold Edition,6
951,2022,ONE PIECE: PIRATE WARRIORS 4,6
952,2022,Ni No Kuni II: Revenant Kingdom - Sesson Pass - DLC,6
953,2022,Kainga: Seeds of Civilization,6
954,2022,Assassin's Creed Odyssey - Season Pass - DLC,6
955,2022,Assassin's Creed III Remastered,6
956,2022,Combat Mission Black Sea,6
957,2022,Age of Wonders III - Collection,6
958,2022,Men of War: Red Tide,6
959,2022,Surviving the Aftermath: Ultimate Colony Upgrade - DLC,6
960,2022,Bellatia,6
961,2022,Rogue Lords,6
962,2022,Kardboard Kings: Card Shop Simulator,6
963,2022,LEGO Star Wars III: The Clone Wars,6
964,2022,Genesis Rising,6
965,2022,UNO,6
966,2022,Deadfall Adventures,6
967,2022,White Shadows,6
968,2022,Valiant Hearts: The Great War,6
969,2022,Jotun: Valhalla Edition,6
970,2022,Strategy & Tactics: Wargame Collection,6
971,2022,GUILTY GEAR -STRIVE- Ultimate Edition 2022,6
972,2022,Sudden Strike 4,6
973,2022,Sudden Strike 4 Complete Collection,6
974,2022,Risen 2: Dark Waters,6
975,2022,Iron Danger,6
976,2022,Injustice: Gods Among Us - Ultimate Edition,6
977,2022,Cat Quest,6
978,2022,1943 Deadly Desert,6
979,2022,Little Big Workshop,6
980,2022,Nitro Kid,6
981,2022,Two Worlds II - Game Of The Year Velvet Edition,6
982,2022,The Forest Quartet,6
983,2022,Glitchpunk,6
984,2022,Twin Mirror,6
985,2022,SuperPower 3,6
986,2022,Pumpkin Jack,6
987,2022,Blackbay Asylum,6
988,2022,Black Mirror II,6
989,2022,One Piece: Unlimited World Red - Deluxe Edition,6
990,2022,Star Wars: Battlefront II,6
991,2022,Lovingly Evil,6
992,2022,Desperados 2: Cooper's Revenge,6
993,2022,StarSmashers,6
994,2022,Destiny 2: The Witch Queen - DLC,6
995,2022,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,6
996,2022,Tales of Arise - Deluxe Edition,6
997,2022,SuperPower 2 Steam Edition,6
998,2022,The Guild II,6
999,2022,Organs Please,6
1000,2022,Way of the Hunter - Elite Edition,5
1001,2022,Werewolf: The Apocalypse - Earthblood Champion Of Gaia Edition,5
1002,2022,Werewolf: The Apocalypse - Earthblood Champion Of Gaia Pack - DLC,5
1003,2022,Vikings - Wolves of Midgard,5
1004,2022,War Mongrels,5
1005,2022,"Warhammer 40,000: Gladius - Fortification Pack - DLC",5
1006,2022,"Warhammer 40,000: Space Wolf - Fall of Kanak - DLC",5
1007,2022,//N.P.P.D. RUSH// - The milk of Ultraviolet,5
1008,2022,Far Cry 4 - Gold Edition,5
1009,2022,Steel Division: Normandy 44 - Back to Hell - DLC,5
1010,2022,Dying Light - Vintage Gunslinger Bundle - DLC,5
1011,2022,Stealth Bastard Deluxe,5
1012,2022,Starry Nights: Helix,5
1013,2022,Star Wars Jedi Knight: Jedi Academy,5
1014,2022,Star Wars Collection,5
1015,2022,Europa Universalis IV: Cradle of Civilization Expansion - DLC,5
1016,2022,Split/Second: Velocity,5
1017,2022,Far Cry,5
1018,2022,SoulCalibur VI,5
1019,2022,Felix The Reaper - Supporter Pack - DLC,5
1020,2022,Solar Ash,5
1021,2022,Fishing: North Atlantic,5
1022,2022,Fling to the Finish,5
1023,2022,Frederic: Evil Strikes Back,5
1024,2022,Shantae: Half-Genie Hero Ultimate Edition,5
1025,2022,Full Spectrum Warrior,5
1026,2022,Street Outlaws 2: Winner Takes All,5
1027,2022,Claws of Furry,5
1028,2022,Codename Panzers Bundle,5
1029,2022,Tandem: A Tale of Shadows,5
1030,2022,Tales of Vesperia™: Definitive Edition,5
1031,2022,Tales of Arise: Deluxe Edition,5
1032,2022,Crash Time III,5
1033,2022,DARK SOULS III – The Ringed City - DLC,5
1034,2022,Dark Souls III - Deluxe Edition,5
1035,2022,Disney Classic Games: Aladdin and The Lion King,5
1036,2022,Surviving Mars: Stellaris Dome Set - DLC,5
1037,2022,Darksburg,5
1038,2022,Dead In Vinland,5
1039,2022,Super Pixel Racers,5
1040,2022,Disjunction,5
1041,2022,Shadow Empire,5
1042,2022,Psychedelica of the Ashen Hawk,5
1043,2022,Prince of Persia: The Forgotten Sands,5
1044,2022,Neon Beats - Full Version,5
1045,2022,Nevaeh,5
1046,2022,Po?f vs The Cursed Kitty!,5
1047,2022,"Please, Don’t Touch Anything",5
1048,2022,Nux,5
1049,2022,One Piece: Pirate Warriors 3 - Gold Edition,5
1050,2022,Gloomhaven - Solo Scenarios: Mercenary Challenges - DLC,5
1051,2022,Orcs Must Die! - Lost Adventures - DLC,5
1052,2022,Orcs Must Die! 2 - Are We There Yeti? - DLC,5
1053,2022,Orcs Must Die! 2 - Fire and Water Booster Pack - DLC,5
1054,2022,Out of Space,5
1055,2022,Panzer Dragoon: Remake,5
1056,2022,Overcooked!,5
1057,2022,POSTAL 4: No Regerts,5
1058,2022,Kingdoms of Amalur: Re-Reckoning - Fatesworn - DLC,5
1059,2022,God Eater 2 Rage Burst,5
1060,2022,Golf With Your Friends,5
1061,2022,Gravewood High - Chapter 1 - DLC,5
1062,2022,Hollow 2,5
1063,2022,Hospital Manager,5
1064,2022,Robin Hood,5
1065,2022,Impossible Creatures,5
1066,2022,Iris and the Giant: Card Deck Roguelike,5
1067,2022,Jack Orlando: Director's Cut,5
1068,2022,Kathy Rain: Director's Cut,5
1069,2022,King Arthur II: The Role Playing Wargame,5
1070,2022,Kingdom Come: Deliverance – From the Ashes - DLC,5
1071,2022,Enslaved: Odyssey to the West - Premium Edition,5
1072,2022,Citadels,5
1073,2022,The King's Bird,5
1074,2022,The Dark Eye: Memoria,5
1075,2022,Bibots,5
1076,2022,Train Valley - Germany - DLC,5
1077,2022,Amnesia™: Memories,5
1078,2022,Biozone,5
1079,2022,Townsmen - A Kingdom Rebuilt,5
1080,2022,BlazBlue: Chronophantasma Extend,5
1081,2022,Blind Fate: Edo no Yami,5
1082,2022,Cities: Skylines - Calm The Mind Radio - DLC,5
1083,2022,The Lord of the Rings: Adventure Card Game,5
1084,2022,Train Simulator 2021,5
1085,2022,Blood Bowl 2 - Legendary Edition,5
1086,2022,Broken Sword: Director's Cut,5
1087,2022,Blood Knights,5
1088,2022,The Metronomicon: Slay The Dance Floor,5
1089,2022,Aquanox Deep Descent - Collector's Edition,5
1090,2022,The Persistence,5
1091,2022,Cities: Skylines - 80's Downtown Beat - DLC,5
1092,2022,Cities: Skylines - K-pop Station - DLC,5
1093,2022,Abermore,5
1094,2022,Cities: Skylines - Content Creator Pack: Map Pack 2 - DLC,5
1095,2022,Cities: Skylines - Shoreline Radio - DLC,5
1096,2022,Cities: Skylines - Synthetic Dawn Radio - DLC,5
1097,2022,Two Worlds II HD - Call of the Tenebrae - DLC,5
1098,2022,7'scarlet,5
1099,2022,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,5
1100,2022,Across the Obelisk,5
1101,2022,Tyranny - Bastard's Wound - DLC,5
1102,2022,The Book of Unwritten Tales Collection,5
1103,2022,Transport Fever,5
1104,2022,Teddy Floppy Ear - The Race,5
1105,2022,11-11 Memories Retold,5
1106,2022,Banners of Ruin - Moonstone - DLC,4
1107,2022,ArcaniA,4
1108,2022,Kingdom Come: Deliverance – The Amorous Adventures of Bold Sir Hans Capon - DLC,4
1109,2022,I Am Dead,4
1110,2022,Knights of Pen and Paper 2,4
1111,2022,Assassin's Creed II,4
1112,2022,ICBM,4
1113,2022,IS Defense,4
1114,2022,If Found...,4
1115,2022,Indiana Jones and the Emperor's Tomb,4
1116,2022,BATTLEFIELD V,4
1117,2022,Inua - A Story in Ice and Time,4
1118,2022,Assassin's Creed: Revelations,4
1119,2022,Assassin's Creed Odyssey - Ultimate Edition,4
1120,2022,Classic Fun Collection 5 in 1,4
1121,2022,Machinika Museum,4
1122,2022,Antioch: Scarlet Bay,4
1123,2022,Alt-Frequencies,4
1124,2022,Naruto Shippuden: Ultimate Ninja Storm 4 - Season Pass - DLC,4
1125,2022,Neptunia x SENRAN KAGURA: Ninja Wars,4
1126,2022,Age of Wonders: Shadow Magic,4
1127,2022,Nickelodeon Kart Racers 2: Grand Prix,4
1128,2022,Age of Wonders: Planetfall - Deluxe Edition,4
1129,2022,Nine Witches: Family Disruption,4
1130,2022,Absolute Tactics: Daughters of Mercy,4
1131,2022,Outcast - Second Contact,4
1132,2022,A Street Cat's Tale,4
1133,2022,POSTAL Redux,4
1134,2022,Mortal Kombat X: Kombat Pack 2 - DLC,4
1135,2022,Lines,4
1136,2022,Lords and Villeins,4
1137,2022,Lovecraft’s Untold Stories 2,4
1138,2022,Mad Max,4
1139,2022,Might & Magic® Heroes® VII - Trial by Fire,4
1140,2022,Magicka 2,4
1141,2022,Mana Spark,4
1142,2022,Maquette,4
1143,2022,Marble Duel: Sphere-Matching Tactical Fantasy,4
1144,2022,Men of War: Collector's Pack,4
1145,2022,Men of War: Vietnam,4
1146,2022,Beyond Good & Evil,4
1147,2022,Canyon Capers,4
1148,2022,Dead Age 2,4
1149,2022,Delta Force: Black Hawk Down,4
1150,2022,Delta Force: Black Hawk Down - Team Sabre - DLC,4
1151,2022,Chronos: Before the Ashes,4
1152,2022,Check vs Mate,4
1153,2022,Don't Disturb,4
1154,2022,Driver Parallel Lines,4
1155,2022,Call of the Sea - Deluxe Edition,4
1156,2022,Dying Light - Classified Operation Bundle - DLC,4
1157,2022,Dying Light - Van Crane Bundle - DLC,4
1158,2022,Cities in Motion,4
1159,2022,Date A Live: Rio Reincarnation,4
1160,2022,City of Gangsters: Criminal Record - DLC,4
1161,2022,Cold Fear,4
1162,2022,Cold War,4
1163,2022,Commandos 2 & Praetorians: HD Remaster Double Pack,4
1164,2022,Company of Crime,4
1165,2022,Conway: Disappearance at Dahlia View,4
1166,2022,CountryBalls Heroes,4
1167,2022,Cities: Skylines - Rail Hawk Radio - DLC,4
1168,2022,Crouching Pony Hidden Dragon,4
1169,2022,Cyber Hook,4
1170,2022,DARK - Cult of the Dead - DLC,4
1171,2022,DARK SOULS™ III: Season Pass - DLC,4
1172,2022,DRAGON BALL: THE BREAKERS,4
1173,2022,Dark Fall 2: Lights Out,4
1174,2022,Elite Dangerous,4
1175,2022,Beans: The Coffee Shop Simulator,4
1176,2022,FreakOut: Extreme Freeride,4
1177,2022,Black Clover: Quartet Knights - Deluxe Edition,4
1178,2022,Get Even,4
1179,2022,Ghostbusters: The Video Game Remastered,4
1180,2022,Glitchhikers: The Spaces Between,4
1181,2022,Gods VS Humans,4
1182,2022,Beasts of Maravilla Island,4
1183,2022,Guilty Gear -Strive- Season Pass 2 - DLC,4
1184,2022,Hakuoki: Kyoto Winds,4
1185,2022,Hellpoint: Blue Sun - DLC,4
1186,2022,Field of Glory II: Medieval,4
1187,2022,Blue Estate,4
1188,2022,Blood Rage: Digital Edition,4
1189,2022,Europa Universalis IV: El Dorado - DLC,4
1190,2022,Europa Universalis IV: Empire Founder Pack,4
1191,2022,Europa Universalis IV: Golden Century - DLC,4
1192,2022,"Europa Universalis IV: Guns, Drums & Steel Vol 3 Music Pack - DLC",4
1193,2022,Europa Universalis IV: The Cossacks - DLC,4
1194,2022,Expeditions Conquistador,4
1195,2022,Far Cry 2,4
1196,2022,Far Cry 3: Blood Dragon,4
1197,2022,Far Cry 5 - Gold Edition,4
1198,2022,Far Cry 5 - Season Pass - DLC,4
1199,2022,Painkiller Hell & Damnation: City Critters - DLC,4
1200,2022,Urban Trial Playground,4
1201,2022,Silent World,4
1202,2022,RAD,4
1203,2022,RoboCo,4
1204,2022,Rocket Knight,4
1205,2022,Rogue Lords - Blood Moon Edition,4
1206,2022,Z-End,4
1207,2022,Puddle,4
1208,2022,SteamWorld Dig,4
1209,2022,Startide,4
1210,2022,"Roguebook - Fugoro, Merchant of Wonders - DLC",4
1211,2022,TEKKEN 7 - Season Pass 4 - DLC,4
1212,2022,Train Valley 2: Workshop Gems – Sapphire - DLC,4
1213,2022,Tales of Vesperia: Definitive Edition,4
1214,2022,"Warhammer 40,000: Space Wolf - Saga of the Great Awakening - DLC",4
1215,2022,Transport INC,4
1216,2022,Teacup,4
1217,2022,Project Cars 2 Deluxe Edition,4
1218,2022,Teddy Floppy Ear - Kayaking,4
1219,2022,Safety First!,4
1220,2022,Sam & Max Hit the Road,4
1221,2022,Zombieland Double Tap - Road Trip,4
1222,2022,Zoo Seeker,4
1223,2022,The Vanishing of Ethan Carter,4
1224,2022,Surviving the Aftermath: Forgotten Tracks - DLC,4
1225,2022,Reverie Knights Tactics,4
1226,2022,Restless Soul,4
1227,2022,WRC 10 FIA World Rally Championship - Deluxe Edition,4
1228,2022,Styx: Master of Shadows,4
1229,2022,Through the Darkest of Times,4
1230,2022,"Warhammer 40,000: Gladius – Lord of Skulls - DLC",4
1231,2022,Sundered: Eldritch Edition,4
1232,2022,Stranded Sails - Explorers of the Cursed Islands,4
1233,2022,WRC 9 - Deluxe Edition (Steam),4
1234,2022,Train Simulator 2021 - Deluxe Edition,4
1235,2022,WRC 10 FIA World Rally Championship,4
1236,2022,Storm Boy,4
1237,2022,ReCore: Definitive Edition,4
1238,2022,TinyShot,4
1239,2022,Railway Empire - Japan - DLC,4
1240,2022,Stirring Abyss,4
1241,2022,Surviving Mars: Mars Lifestyle Radio - DLC,4
1242,2022,Tropico 4,4
1243,2022,Vambrace: Cold Soul,4
1244,2022,The Great Gatsby: Secret Treasure,4
1245,2022,Tropico 4: Collector's Bundle,4
1246,2022,The Moment of Silence,4
1247,2022,Paw Patrol: On A Roll!,4
1248,2022,The Metronomicon - Indie Game Challenge Pack 1 - DLC,4
1249,2022,Who Must Die,4
1250,2022,The Dwarves,4
1251,2022,Pirates of the Caribbean: At World's End,4
1252,2022,The Fridge is Red,4
1253,2022,Space Robinson: Hardcore Roguelike Action,4
1254,2022,Panzer Panic,4
1255,2022,Soulblight,4
1256,2022,SlamIt Pinball Big Score,4
1257,2022,Panzer Corps 2: Axis Operations - 1943 - DLC,4
1258,2022,Watch Dogs 2 - Gold Edition,4
1259,2022,The Coma 2: Vicious Sisters,4
1260,2022,Dungeon Lords,3
1261,2022,//SNOWFLAKE TATTOO//,3
1262,2022,Storm,3
1263,2022,Dungeon Rushers,3
1264,2022,Dungeons 3,3
1265,2022,Doraemon Story of Seasons,3
1266,2022,Dungeons 3 - Complete Collection,3
1267,2022,Far Cry New Dawn,3
1268,2022,Far Cry 4,3
1269,2022,Bet On Soldier,3
1270,2022,Dragon Ball FighterZ,3
